"Blue writing finviz / Green writing Yahoo/  Green over ticker means i am on bullish watch, Yellow menas im not touching it, red means i am on sales watch",,,,,Fundementals,,,,PE Ratios ,,,,,,,PS Ratios,,,Results,,,,,,,,,Buffets 5 Rules Of Thumb (Balance Sheet),,,,,,,,,,,Buffets 7 Rules Of Thumb (Income Statement),,,,,,,,,,,,,,,,,,,5 More Rules Of Thumb,,,,,,,,,
,,,,,,,,,,Finviz,Stock price/EPS,Finviz,Formula,Finviz,Finviz,Stock Price/ Forward sales per share,Stock Market Cap/Rev,,,,,,,,,,,Cash v Debt                                                                                                                          ,,, Debt to Equity                                                                                                                                                                                                                                                                                                                         ,,,Preferred Stock                                                                                                                                                                                                ,Retained Earnings Growth                                                                                                      ,,, Tressury Stock. ,Gross Margins,,,Selling General & Administrative Margin,,,Research & Development Margin,,,Interest Expense Margin,,,Income Tax Margin,,,Profit Margin,,,EPS,Cash flow from Operating Activities,Cash flow From Investing Activities,Financing Cashflow,End cash position,Free Cashflow,5 important numbers to compare with previous earnings,,,,
,,,,,,,,,,Forecasted Earnings Per Share,Price to Earnings ratio based on trailing earnings,Price to earnings ratio based on forecasted earnings,Implied P/E based on future price estimates,Average forward P/E for the industry,Average forward P/E for the country,Price to sales ratio based on forecasted sales,Price to sales ratio based on current sales,,,,,,,,,,, (Cah & Casg Equivelents >Debt) Must have more cash than Debt.,,,(Total Liabilities/Shareholders Equity) Must be below 0.8,,,(Preferred stock = 0) The company must have 0 preffered stock on its balance sheet,  (Year 2 Retained Earn./ Year 1) This number must consistantly grow especialy in reccessions,,,The company should have tressury stock,Gross Profit / Revenue (Needs to be over 40%),,,SG & A Expense/total revenue should be under 30%,,,R&D Expense / Gross Profit (needs to be under 30%),,,Interest Expense /OPerating Income (Needs to be nicly under 15%),,,Income Tax/Pre Tax Income (needs to equal about 20%),,,Net Income/ Revenue,,,EPS (Consistantly Posative),,,,,,,,,,
Sector,Industry,DATE,STOCK,Country,Quarter,CEO,Market Cap,Upgrades Downgrades,Stock price,Forward EPS,Current PE RATIO,Stocks Forward PE Ratoi,Pe ratio future Price ,IND Forward PE ratio,Country forward PE Ratio,Forward PS Ratio,Current PS ratio,,EBITDA,EV / EBITDA Ratio ,Net debt/ EBITDA,EPS,Consensus,Rev,Consensus,Future Guidance,ROE,True Cash,Total Debt,Net Debt,Total Liabilities net min int.,Total Stockholders Equity,Debt to Equity Ratio,Preffered Stock,Retained Earnings Q2,Retained Earnings Q1,Growth / Loss, Tressury Share Number,Gross Profit  ,Total Revenue,Gross Margin,SG&A Expense,Total Revenue,Margin,R& D Expences,Gross Profit,Margin,Interest Expense,Operating Income,Margin,Income Tax,Pre Tax Income,Margin,Net Income ,Revenue,Margin,EPS,Operational Cashflow,Investing Cashflow,Financing Cashflow,End cash position,Free Cashflow,Net Cash provided by (used in) operating activiies,Purchase of property & equiptment (capital Expenditure),Net Debt, Tressury Share Number,Non Cash (stock based compensation)
,,24/7/25,INTC,USA,2,"Lip-Bu Tan,",101.39 B ,,$220.00,-0.16,-46.21849,33.43,-$5.35,$25.94,$22.40,,,,,18.35,#DIV/0!,-4.76,,,,,,,,0,,,#DIV/0!,,,,#DIV/0!,,,,#DIV/0!,,,#DIV/0!,,0,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,#DIV/0!,-4.76,,,,,,0,,0,$0.00,
,,23/10/25,INTC,USA,3,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,30/7/25,QCOM,USA,3,Cristiano Amon,167.01 B ,,$155.00,10.48,14.94696,12.77,$133.83,$25.94,$22.40,,,,,12.13,#DIV/0!,10.37,,,,,,,,0,,,#DIV/0!,,,,#DIV/0!,,,,#DIV/0!,,,#DIV/0!,,0,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,#DIV/0!,10.37,,,,,,0,,0,$0.00,
,,29/10/25,QCOM,USA,4,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/8/25,AMD,USA,2,Lisa Su.,267.7 B,,$170.00,3.66,97.70115,27.31,$99.95,$25.94,$22.40,,,,,47.36,#DIV/0!,1.74,,,,,,,,0,,,#DIV/0!,,,,#DIV/0!,,,,#DIV/0!,,,#DIV/0!,,0,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,#DIV/0!,1.74,,,,,,0,,0,$0.00,
,,4/11/25,AMD,USA,3,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,16/7/25,ASML,NETH,2,Christophe Fouquet,290.92 B,,$780.00,28.83,29.88506,25.34,$730.55,$25.94,$22.40,,,,,21.46,#DIV/0!,26.1,,,,,,,,0,,,#DIV/0!,,,,#DIV/0!,,,,#DIV/0!,,,#DIV/0!,,0,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,#DIV/0!,26.1,,,,,,0,,0,$0.00,
,,20/10/25,ASML,NETH,3,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,30/7/25,ARM,UK,1,Rene Haas.,139.64,,$155.00,1.44,68.88889,58.68,$84.50,$25.94,$22.40,,,,,143.00,#DIV/0!,2.25,,,,,,,,0,,,#DIV/0!,,,,#DIV/0!,,,,#DIV/0!,,,#DIV/0!,,0,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,#DIV/0!,2.25,,,,,,0,,0,$0.00,
,,29/10/25,ARM,UK,2,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,17/7/25,TSM,TAI,2,C.C. Wei.,1188 B ,,$211.00,11.06,24.03189,20.24,$223.85,,$20.03,,,,,15.29,#DIV/0!,8.78,,,,,,,,0,,,#DIV/0!,,,,#DIV/0!,,,,#DIV/0!,,,#DIV/0!,,0,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,#DIV/0!,8.78,,,,,,0,,0,$0.00,
,,17/10/25,TSM,,3,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/9/25,AVGO,USA,3,Hock E. Tan,1575 B,315-357,$320.00,6.46,260.16260,37.07,$239.47,$25.94,$22.40,,,,,49.76,#DIV/0!,1.23,1.15,51.57,651.67,315-357,27.08%,,,0,,,#DIV/0!,,,,#DIV/0!,,,,#DIV/0!,,,#DIV/0!,,0,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,#DIV/0!,1.23,,,,,,0,,0,$0.00,
,,4/12/25,AVGO,USA,4,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SOFT INFRA,30/7/25,MSFT,USA,4,Satya Nadella.,3761 B,,$539.00,15.51,39.51613,27.69,$429.47,$29.51,$22.40,,,,,23.27,#DIV/0!,13.64,,,,,,,,0,,,#DIV/0!,,,,#DIV/0!,,,,#DIV/0!,,,#DIV/0!,,0,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,#DIV/0!,13.64,,,,,,0,,0,$0.00,
,,29/10/25,MSFT,USA,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/9/25,ORCL,USA,1,Safra Catz,922.22B,340-410,$334.00,6.54,76.00,40.6,$265.52,$29.51,$22.40,10.70,10.34,,"23,912,000.00",40.63,0.00,1.47,1.48,15.04,13.3,340-410,71.15%,,,0,,,#DIV/0!,,,,#DIV/0!,,,,#DIV/0!,,,#DIV/0!,,0,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,#DIV/0!,1.47,,,,,,0,,0,$0.00,
,,,ORCL,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/9/25,ADBE,USA,3,Shantanu Narayen,148.20B,400-480,$348.00,18.7,65.53672,14.95,$279.57,$29.51,$22.40,7.00,7.39,,9.06B,15.92,#VALUE!,5.31,5.18,5.99,5.91,400-480,52.87%,,,0,,,#DIV/0!,,,,#DIV/0!,,,,#DIV/0!,,,#DIV/0!,,0,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,#DIV/0!,5.31,,,,,,0,,0,$0.00,
,,11/12/25,ADBE,USA,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27/8/25,CRWD,USA,2,George Kurtz,105.33B,425-525,$404.52,0.41,434.96774,91.46,$37.50,$29.51,$22.40,,25.22,,"166,560.00","91285,20",#VALUE!,0.93,0.83,1.17,1.15,425-525,-8.99%,,,ZERO,,,#DIV/0!,,,,#DIV/0!,,,,#DIV/0!,,,#DIV/0!,,0,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,#DIV/0!,0.93,,,,,,0,,0,$0.00,
,,,CRWD,USA,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/8/25,PLTR,USA,2,Alex Karp.,370.37 B,,$160.00,0.59,#DIV/0!,186,$109.74,29.51,22.40,,,,,,#DIV/0!,,,,,,,,,0,,,#DIV/0!,,,,#DIV/0!,,,,#DIV/0!,,,#DIV/0!,,0,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,#DIV/0!,0,,,,,,0,,0,$0.00,
,,3/11/25,PLTR,USA,3,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SOFT APP,23/7/25,NOW,USA,2,David A. Cherechinsky.,183.49 B,,$960.00,10.89,#DIV/0!,44.03,$479.49,$30.05,$22.40,,,,,,#DIV/0!,,,,,,,,,0,,,#DIV/0!,,,,#DIV/0!,,,,#DIV/0!,,,#DIV/0!,,0,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,#DIV/0!,0,,,,,,0,,0,$0.00,
,,22/10/25,NOW,USA,3,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/9/25,CRM,USA,2,Marc Benioff,245.17 B,225-430,$245.18,8.41,35.43000,19.17,$161.22,$30.05,$22.40,,,,"11,368,000.00",16.56,0.00,,,,,,,,,0,,,#DIV/0!,,,,#DIV/0!,,,,#DIV/0!,,,#DIV/0!,,0,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,#DIV/0!,0,,,,,,0,,0,$0.00,
,,,CRM,USA,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27/8/25,SNOW,USA,2,Sridhar Ramaswamy,74.48 B,240-285,$240.00,-3.69,685.71429,142.66,-$526.42,$30.05,$22.40,,19.48,,"-1.198,306",-,#VALUE!,0.35,0.27,1.14,1.09,250-260,-42.45%,,,ZERO,,,#DIV/0!,,,,#DIV/0!,,,,#DIV/0!,,,#DIV/0!,,0,#DIV/0!,,,#DIV/0!,,,#DIV/0!,,0,#DIV/0!,0.35,,,,,,0,,0,$0.00,
,,26/11/25,SNOW,USA,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/8/25,UBER,USA,2,Dara Khosrowshahi.,194.82 B ,,$88.00,3.59,#DIV/0!,26.01,$93.38,$30.05,$22.40,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/11/25,UBER,USA,3,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
